일자,기온(°C),기온(°F),습도(%),열지수
20010818,29,84.3,59.5,31.03
20010819,28,82.4,60.4,29.53
20010820,27.9,82.1,61.2,29.36
20010821,27.4,81.4,70.6,29.7
20010822,26.8,80.3,71.2,28.64
20010823,26.6,79.8,68,26.55
20010824,26.5,79.7,61,26.5
20010825,25.4,77.7,65.2,25.4
20010826,25.6,78,60.2,25.58
20010827,25.7,78.2,51,25.69
20010828,25.1,77.2,51.5,25.1
20010829,23.5,74.3,70.3,23.48
20010830,24.1,75.3,66.5,24.06
20010831,25,76.9,66,24.95
20010901,26,78.7,57.5,25.96
20010902,26.2,79.2,46.7,26.23
20010903,27,80.6,53.5,27.64
20010904,25.7,78.2,63.3,25.67
20010905,25.3,77.6,67.7,25.33
20010906,23.3,73.9,79.5,23.3
20010907,24.2,75.5,64.6,24.18
20010908,24.8,76.6,62.5,24.76
20010909,24.5,76.1,68,24.5
20010910,24.3,75.8,58,24.32
20010911,23.3,74,52,23.32
20010912,22,71.7,50.1,22.04
20010913,22.7,72.9,53.1,22.71
20010914,21.8,71.3,57,21.84
20010915,23.5,74.4,51.5,23.53
20010916,24.2,75.6,56.5,24.24
20010917,23.6,74.4,71.6,23.56
20010918,23.3,73.9,56.5,23.3
20010919,20.7,69.3,51.8,20.72
20010920,21.6,70.9,61.8,21.61
20010921,19.3,66.7,47.4,19.28
20010922,17.3,63.2,39.6,17.34
20010923,18.7,65.7,55.3,18.75
20010924,18.9,66.1,67.3,18.93
20010925,21.1,70,62.1,21.12
20010926,20.9,69.6,55.8,20.86
20010927,21.7,71.1,50.8,21.7
20010928,21.1,69.9,48,21.07
20010929,20.4,68.8,54.4,20.42
20010930,16.2,61.1,79.1,16.15
20020501,18.7,65.6,42.1,18.68
20020502,18.7,65.7,31.2,18.72
20020503,15.6,60.1,83.8,15.64
20020504,19.1,66.5,70,19.14
20020505,19.6,67.2,48.8,19.55
20020506,16,60.9,53.4,16.03
20020507,11.4,52.5,89.2,11.38
20020508,16.4,61.6,60.3,16.42
20020509,18.1,64.5,66.8,18.07
20020510,18.3,65,73.7,18.34
20020511,18.1,64.5,69.6,18.08
20020512,16.5,61.8,73.5,16.54
20020513,17.9,64.3,71.8,17.93
20020514,20.9,69.6,64.3,20.88
20020515,18.8,65.8,65.5,18.75
20020516,14.9,58.8,77.6,14.9
20020517,13.4,56,85.3,13.35
20020518,16.9,62.4,72.5,16.89
20020519,17.1,62.9,68.3,17.14
20020520,19.2,66.6,54.8,19.21
20020521,19.5,67.2,47.3,19.54
20020522,20.1,68.2,54.4,20.1
20020523,21.8,71.2,39.3,21.78
20020524,20.2,68.4,43.6,20.21
20020525,20,68,50.4,20
20020526,18.7,65.7,57.5,18.7
20020527,18.4,65.1,55.4,18.41
20020528,19.3,66.8,43.5,19.31
20020529,20.4,68.7,46.4,20.4
20020530,19.1,66.4,76.4,19.13
20020531,19.6,67.2,79,19.55
20020601,20.2,68.4,71.1,20.2
20020602,22.5,72.5,50.5,22.5
20020603,23.4,74.2,46.6,23.42
20020604,22.5,72.4,56.6,22.45
20020605,24.9,76.9,52.6,24.93
20020606,26,78.7,53.7,25.97
20020607,25.5,78,51.5,25.55
20020608,22.1,71.8,69.4,22.1
20020609,22.7,72.9,66,22.7
20020610,22.5,72.5,76.5,22.51
20020611,21.8,71.3,60.1,21.82
20020612,18.6,65.5,69,18.6
20020613,19.9,67.8,69.8,19.88
20020614,20.3,68.6,66.1,20.33
20020615,20.6,69.1,66.5,20.63
20020616,22.2,72,58.9,22.24
20020617,23.1,73.5,58.8,23.08
20020618,23.7,74.6,61.5,23.68
20020619,22.3,72.1,71.8,22.27
20020620,22.2,72,77.1,22.2
20020621,23.5,74.4,66.3,23.53
20020622,23.8,74.8,52.7,23.78
20020623,18.4,65.2,77.4,18.43
20020624,16.4,61.5,76.8,16.38
20020625,19.8,67.7,49.4,19.82
20020626,20.8,69.4,47.4,20.78
20020627,21.7,71.1,59.6,21.73
20020628,23.3,74,58.6,23.34
20020629,25.7,78.2,48.9,25.65
20020630,26.2,79.2,53.2,26.24
20020701,25,77,68.5,25.02
20020702,24.3,75.7,80.6,24.29
20020703,25.9,78.6,69,25.88
20020704,27.5,81.5,62.9,29.03
20020705,23.8,74.9,84.2,23.81
20020706,21.3,70.4,88.3,21.33
20020707,22.6,72.6,73.1,22.58
20020708,24.1,75.4,69.4,24.11
20020709,25.2,77.3,64.9,25.17
20020710,26.2,79.1,61,26.18
20020711,25.3,77.6,61.6,25.34
20020712,25.3,77.6,67,25.34
20020713,25.2,77.3,69,25.17
20020714,23.5,74.2,92.6,23.47
20020715,25.6,78.2,82.3,25.65
20020716,24.7,76.5,74.4,24.7
20020717,24.4,75.9,73.8,24.4
20020718,24.7,76.4,66.1,24.68
20020719,21.1,70.1,85.7,21.15
20020720,23.3,73.9,76.9,23.25
20020721,25.6,78.1,76.1,25.6
20020722,24.6,76.3,84,24.6
20020723,22.3,72.2,93.5,22.34
20020724,25.2,77.3,81.5,25.16
20020725,27.4,81.4,76.3,30.32
20020726,27.9,82.3,64.3,29.83
20020727,29.2,84.5,60.6,31.4
20020728,30.2,86.4,57.9,32.81
20020729,27.7,81.9,75.2,30.81
20020730,26.6,80,80,26.64
20020731,26,78.8,81.7,26.02
20020801,26,78.7,81.1,25.95
20020802,26,78.8,78.9,25.99
20020803,25.8,78.4,77.6,25.77
20020804,25.6,78.1,86.3,25.59
20020805,26.7,80.1,83,29.34
20020806,22.8,73.1,92.1,22.82
20020807,21.1,69.9,95.4,21.06
20020808,24.9,76.9,80.4,24.93
20020809,25.5,77.8,69.8,25.45
20020810,21.8,71.3,83.4,21.83
20020811,20.3,68.5,85.9,20.26
20020812,20.6,69.1,81.7,20.62
20020813,22.9,73.3,78.2,22.94
20020814,23.1,73.6,73.4,23.1
20020815,24,75.2,70.3,24
20020816,23.9,75,72,23.91
20020817,22.9,73.3,85.5,22.95
20020818,24.5,76.2,82.8,24.53
20020819,22.6,72.7,80,22.6
20020820,24.4,75.9,59.7,24.39
20020821,24.4,76,72.5,24.44
20020822,22.9,73.2,86.5,22.86
20020823,24.6,76.2,85.3,24.56
20020824,25.6,78.1,71.8,25.62
20020825,25.2,77.4,73.2,25.23
20020826,26.5,79.6,73.1,26.47
20020827,24.4,75.9,85.2,24.39
20020828,25.5,77.8,72.2,25.47
20020829,27.9,82.1,70,30.4
20020830,25.9,78.7,77.1,25.95
20020831,22.6,72.7,82.4,22.61
20020901,23,73.5,73.8,23.05
20020902,25.2,77.4,79.3,25.2
20020903,26.4,79.6,78.8,26.43
20020904,26.4,79.5,68.7,26.38
20020905,23,73.3,76,22.95
20020906,21.8,71.3,58.4,21.81
20020907,22.7,72.9,49.9,22.71
20020908,23.2,73.8,62.1,23.2
20020909,23.9,74.9,71,23.85
20020910,24.7,76.4,55.2,24.67
20020911,24.2,75.6,68.6,24.24
20020912,20.5,68.9,83.2,20.48
20020913,19.4,66.9,73.2,19.38
20020914,20.6,69,71.3,20.55
20020915,18.6,65.5,78.6,18.62
20020916,18.7,65.7,68,18.73
20020917,20.5,68.9,56.5,20.48
20020918,21.3,70.3,57.2,21.29
20020919,21.4,70.5,60.5,21.39
20020920,20.8,69.5,64.3,20.83
20020921,19.7,67.4,78.5,19.67
20020922,19.7,67.5,57.1,19.7
20020923,19.4,66.8,57.9,19.36
20020924,20.2,68.4,64,20.24
20020925,20.8,69.4,56.4,20.78
20020926,21.6,70.8,58.3,21.56
20020927,20.6,69,63.5,20.56
20020928,20.3,68.5,63.1,20.29
20020929,19.4,66.8,74.2,19.35
20020930,18.7,65.6,77.5,18.65
20030501,15.7,60.2,51.8,15.67
20030502,17.6,63.7,42.5,17.59
20030503,17.9,64.2,39.9,17.88
20030504,20.7,69.2,46.2,20.69
20030505,22.2,72,47.2,22.25
20030506,18.5,65.3,70.4,18.48
20030507,15.3,59.5,93.3,15.29
20030508,14,57.2,49.3,14
20030509,14.7,58.4,58.5,14.68
20030510,15.9,60.6,51.5,15.89
20030511,17.1,62.8,51.3,17.09
20030512,18.4,65.1,50,18.38
20030513,20.9,69.6,48.8,20.9
20030514,22.4,72.3,49.1,22.37
20030515,21.2,70.2,47,21.2
20030516,20.1,68.3,43.3,20.15
20030517,19.9,67.9,61.5,19.93
20030518,17.7,63.8,67,17.67
20030519,18.2,64.8,64.8,18.2
20030520,18.6,65.5,61,18.59
20030521,19.1,66.4,64.3,19.12
20030522,20.7,69.2,61.8,20.68
20030523,20.7,69.3,53.2,20.74
20030524,20.9,69.6,58,20.91
20030525,17.2,63,78.2,17.24
20030526,21.4,70.4,58,21.36
20030527,23.8,74.8,57.7,23.8
20030528,25.1,77.2,46,25.12
20030529,23.1,73.5,61,23.06
20030530,21.7,71.1,77.1,21.75
20030531,23.9,75,56.6,23.87
20030601,23.6,74.5,51.7,23.63
20030602,22.6,72.7,40.8,22.61
20030603,22.1,71.7,36.9,22.08
20030604,21.7,71.1,36.8,21.71
20030605,22.4,72.3,48.5,22.4
20030606,18.9,66,68.9,18.9
20030607,20.5,68.9,61.5,20.5
20030608,24,75.1,56.4,23.97
20030609,25.8,78.4,44.8,25.77
20030610,23.1,73.5,55.3,23.05
20030611,21.2,70.1,78.1,21.18
20030612,19.2,66.6,91.7,19.25
20030613,20.1,68.3,75,20.14
20030614,20.3,68.5,73.9,20.3
20030615,18.1,64.6,89.7,18.1
20030616,20.3,68.5,79.9,20.3
20030617,22.2,72,69.7,22.2
20030618,22.4,72.4,65.4,22.42
20030619,23.2,73.7,67.2,23.18
20030620,22,71.6,71,22.01
20030621,23.4,74.1,71.3,23.39
20030622,24.5,76.1,68.3,24.48
20030623,21.7,71,84.6,21.69
20030624,16.9,62.4,90.5,16.87
20030625,18.9,66,84,18.9
20030626,22.2,72,74.6,22.21
20030627,20.2,68.3,88.5,20.18
20030628,22.7,72.8,69.5,22.66
20030629,19.8,67.6,87.9,19.8
20030630,22.8,73,74.9,22.76
20030701,23,73.4,75,22.98
20030702,24.6,76.3,69.1,24.61
20030703,21.6,70.8,73.4,21.55
20030704,22.3,72.1,68,22.28
20030705,24.9,76.9,66.8,24.92
20030706,24.5,76.2,72.6,24.55
20030707,25.1,77.2,65.6,25.12
20030708,25.6,78.1,65.8,25.6
20030709,22,71.7,94.1,22.05
20030710,23.2,73.8,80.2,23.23
20030711,24.9,76.8,68.1,24.88
20030712,23.6,74.5,76.4,23.59
20030713,24.5,76,62.1,24.47
20030714,23.6,74.4,58.6,23.58
20030715,24.7,76.5,68.5,24.73
20030716,24.9,76.7,71.7,24.86
20030717,24.4,75.9,70,24.38
20030718,20,68,88.6,19.99
20030719,20.3,68.6,86.6,20.34
20030720,23.4,74.2,80.8,23.42
20030721,25.5,78,80.9,25.53
20030722,23,73.5,93,23.04
20030723,22.4,72.4,86.4,22.45
20030724,24.5,76.1,75,24.51
20030725,25.9,78.6,72.9,25.91
20030726,25.6,78.1,66,25.62
20030727,21.3,70.3,88.6,21.25
20030728,22.2,72,85.1,22.24
20030729,24.4,76,82.1,24.44
20030730,26,78.9,67.6,26.05
20030731,26.4,79.5,69.3,26.4
20030801,25.8,78.4,77.5,25.79
20030802,25,76.9,80.5,24.95
20030803,25.2,77.3,90.2,25.19
20030804,26.6,79.9,81.5,26.63
20030805,26,78.7,78.6,25.95
20030806,23.5,74.3,81.5,23.52
20030807,22.7,72.9,81.5,22.74
20030808,24.8,76.6,72.7,24.8
20030809,26.6,79.8,63.6,26.55
20030810,24.4,75.9,78.3,24.37
20030811,23.7,74.6,79.2,23.65
20030812,24.8,76.6,66,24.79
20030813,24.8,76.6,61.8,24.76
20030814,24.8,76.7,53,24.83
20030815,24.8,76.7,50.9,24.81
20030816,23.6,74.5,60.8,23.59
20030817,22.9,73.2,67.8,22.91
20030818,21.4,70.6,83.5,21.43
20030819,21.7,71,84.7,21.68
20030820,24.5,76,88.8,24.46
20030821,26.3,79.3,84.6,26.3
20030822,27,80.6,78.9,29.59
20030823,24.7,76.4,89.4,24.65
20030824,22.9,73.2,92.9,22.88
20030825,24.9,76.9,77.9,24.93
20030826,24.2,75.5,79.3,24.18
20030827,21.6,71,89.5,21.64
20030828,23.9,75,76.5,23.87
20030829,22.5,72.4,79.3,22.45
20030830,20.4,68.7,84,20.41
20030831,20.8,69.5,74.3,20.82
20030901,21.9,71.4,78,21.88
20030902,19.3,66.7,86.7,19.29
20030903,20.7,69.3,84,20.75
20030904,21.9,71.4,76.4,21.87
20030905,22.9,73.3,84.4,22.92
20030906,22.1,71.8,76.8,22.11
20030907,21.3,70.3,90.7,21.29
20030908,23.1,73.6,75.9,23.12
20030909,19.1,66.4,88.8,19.12
20030910,20.7,69.2,77.9,20.66
20030911,21.6,70.8,77.6,21.57
20030912,21.3,70.4,85.1,21.35
20030913,22.1,71.8,79.8,22.1
20030914,22,71.7,77.7,22.04
20030915,23.3,73.9,70.8,23.25
20030916,22.5,72.5,74.3,22.48
20030917,23,73.4,77.4,23.02
20030918,20.7,69.3,90.9,20.75
20030919,21,69.7,69.2,20.96
20030920,20.7,69.3,53.9,20.71
20030921,19.3,66.7,57.2,19.28
20030922,18.9,65.9,53.5,18.85
20030923,18.7,65.7,53,18.71
20030924,18.7,65.6,56.6,18.68
20030925,20.1,68.3,63.4,20.15
20030926,20.3,68.6,65.1,20.33
20030927,20.2,68.4,57.8,20.24
20030928,20.6,69,62.5,20.56
20030929,19.9,67.8,61.8,19.89
20030930,19.1,66.3,64.2,19.06
20040501,19.3,66.8,51.8,19.33
20040502,17.6,63.7,63.8,17.63
20040503,15.2,59.4,95,15.2
20040504,14.2,57.5,57.6,14.16
20040505,15.3,59.5,59,15.29
20040506,17,62.5,50.4,16.96
20040507,17.4,63.4,35.2,17.43
20040508,18,64.4,49.5,17.99
20040509,14.9,58.9,92.2,14.94
20040510,15.1,59.2,92.2,15.09
20040511,17.1,62.7,74.7,17.05
20040512,16.9,62.4,85.9,16.89
20040513,16.1,60.9,82,16.07
20040514,18.3,64.9,67,18.28
20040515,16.4,61.6,75.1,16.42
20040516,16.2,61.1,75,16.15
20040517,14.7,58.4,78,14.66
20040518,16.5,61.7,75.2,16.48
20040519,19.2,66.5,61.5,19.19
20040520,17.9,64.2,76.1,17.88
20040521,16.8,62.3,67.5,16.83
20040522,17.6,63.8,51.1,17.64
20040523,17.2,63,61.1,17.23
20040524,18.6,65.4,59,18.56
20040525,19.6,67.3,49.3,19.63
20040526,19.9,67.8,46.8,19.9
20040527,21.7,71,61,21.67
20040528,19,66.2,95.3,19
20040529,19.9,67.9,82,19.93
20040530,21.4,70.5,75.8,21.39
20040531,20.7,69.3,47.8,20.72
20040601,21,69.9,50.8,21.03
20040602,23.1,73.6,46.7,23.1
20040603,25.8,78.5,49.7,25.83
20040604,26.1,79,48.8,26.13
20040605,25.9,78.6,37.5,25.88
20040606,23.5,74.3,46.6,23.51
20040607,21.8,71.2,53.7,21.79
20040608,20.1,68.2,64.6,20.12
20040609,20.6,69,64,20.56
20040610,22.8,73.1,69,22.82
20040611,25.3,77.5,61.1,25.26
20040612,25,77,46.4,25.01
20040613,23.4,74.1,40.6,23.37
20040614,23.5,74.4,34.5,23.53
20040615,25.2,77.4,37.2,25.22
20040616,25.5,78,44.4,25.53
20040617,19.7,67.4,82.6,19.67
20040618,20.2,68.4,89.4,20.2
20040619,21,69.9,91,21.03
20040620,21.5,70.6,93.7,21.45
20040621,22.8,73,79.9,22.8
20040622,20.9,69.6,85.6,20.88
20040623,22.1,71.8,85,22.09
20040624,25,77,72.8,25.01
20040625,25.3,77.6,65.4,25.33
20040626,24.3,75.7,73.8,24.3
20040627,24.5,76.1,71.5,24.48
20040628,22.8,73,79.1,22.79
20040629,22.2,72,80,22.21
20040630,24.6,76.2,73.8,24.56
20040701,24.3,75.7,74.8,24.28
20040702,22.9,73.2,91.5,22.9
20040703,24.6,76.2,85.7,24.56
20040704,21,69.9,92.6,21.03
20040705,22.7,72.8,82.1,22.66
20040706,23.4,74.1,85.8,23.38
20040707,21.6,70.9,94.9,21.61
20040708,21.3,70.3,90.3,21.29
20040709,22.6,72.7,78.8,22.63
20040710,24,75.2,75.2,24
20040711,23.6,74.4,80.9,23.57
20040712,22.2,71.9,95.7,22.19
20040713,21.1,70,93.3,21.11
20040714,23.4,74.1,84.3,23.38
20040715,22.8,73.1,92.9,22.85
20040716,22.9,73.2,95.2,22.9
20040717,22.4,72.3,94,22.39
20040718,25,76.9,86.5,24.96
20040719,26.3,79.4,82.2,26.33
20040720,25.8,78.4,87,25.75
20040721,26.8,80.2,82.3,29.46
20040722,27.3,81.1,76.9,30.07
20040723,28.3,82.9,65.7,30.57
20040724,27.5,81.4,62.8,28.93
20040725,25.5,77.9,74.7,25.52
20040726,26.3,79.3,77.8,26.3
20040727,27.6,81.6,72.9,30.17
20040728,28.6,83.5,71.5,32.16
20040729,28.7,83.7,70.6,32.19
20040730,29.2,84.6,66.2,32.48
20040731,29.7,85.5,65.8,33.47
20040801,29.8,85.6,56.3,31.74
20040802,28.2,82.7,61,29.81
20040803,28.7,83.7,65.5,31.41
20040804,28.7,83.7,66.9,31.64
20040805,27.3,81.2,77.1,30.13
20040806,28.3,82.9,71.3,31.39
20040807,28.6,83.4,71.5,32.07
20040808,27.9,82.3,76.7,31.48
20040809,28.4,83.2,71.9,31.82
20040810,30,85.9,68,34.49
20040811,30.4,86.8,53,32.25
20040812,29.6,85.3,61.5,32.36
20040813,28.6,83.5,69.2,31.81
20040814,26.4,79.6,74.5,26.42
20040815,26.7,80,67.3,28.15
20040816,25.4,77.7,77.5,25.4
20040817,23,73.4,91.2,22.98
20040818,23.3,73.9,93.6,23.28
20040819,21.8,71.2,80,21.79
20040820,23.5,74.3,64.4,23.48
20040821,23.2,73.8,76.9,23.23
20040822,22.8,73,76.4,22.8
20040823,22.9,73.1,65.5,22.86
20040824,23.8,74.9,66.2,23.81
20040825,24.3,75.7,72.6,24.26
20040826,23.9,75,78.3,23.86
20040827,24.5,76.1,72,24.48
20040828,23.8,74.9,60.3,23.82
20040829,25.2,77.4,62.5,25.21
20040830,26.2,79.2,67.7,26.21
20040831,24.4,75.9,65,24.36
20040901,24.8,76.6,58.4,24.8
20040902,24.1,75.4,54.5,24.12
20040903,23.7,74.6,51,23.65
20040904,24.9,76.8,59.6,24.89
20040905,25.7,78.3,58.1,25.73
20040906,24,75.2,65.4,24.01
20040907,20.1,68.1,84.3,20.08
20040908,21.9,71.5,71.3,21.94
20040909,23.1,73.5,63.6,23.07
20040910,22.1,71.8,60.6,22.14
20040911,17.7,63.8,81.8,17.68
20040912,20.2,68.4,85.5,20.21
20040913,21.5,70.7,82.8,21.48
20040914,22.7,72.9,75,22.73
20040915,24.2,75.6,69.4,24.2
20040916,23.3,73.9,80,23.3
20040917,23.3,74,79.4,23.34
20040918,22.2,72,85.3,22.23
20040919,20.5,68.8,58.5,20.45
20040920,16.8,62.2,80.1,16.79
20040921,16.7,62.1,84.8,16.7
20040922,18.5,65.3,69.8,18.52
20040923,20.5,68.9,66.3,20.5
20040924,21.2,70.2,64.5,21.22
20040925,21.4,70.5,60.5,21.4
20040926,20.5,69,60.4,20.53
20040927,21.2,70.1,66.6,21.19
20040928,21.1,70,70.4,21.08
20040929,21.9,71.4,56.1,21.91
20040930,21.5,70.7,63.1,21.48
20050501,21.3,70.4,66.7,21.34
20050502,19.5,67.2,24.9,19.53
20050503,19.1,66.3,27.3,19.05
20050504,19.8,67.7,21,19.85
20050505,20.4,68.7,42.4,20.36
20050506,11.9,53.4,91.3,11.88
20050507,13,55.4,63.3,13.03
20050508,13.5,56.4,76.3,13.55
20050509,13.2,55.8,56.4,13.21
20050510,14.1,57.4,46.7,14.1
20050511,13.7,56.7,56.4,13.74
20050512,14.2,57.6,72.4,14.2
20050513,16.4,61.5,55.5,16.38
20050514,16.7,62.1,64.2,16.74
20050515,18.4,65.1,60.3,18.41
20050516,19.5,67.2,55,19.53
20050517,19.6,67.3,63.5,19.59
20050518,15.6,60,84.9,15.57
20050519,17.2,62.9,59.9,17.18
20050520,18.3,65,50.2,18.31
20050521,17.8,64.1,41.5,17.82
20050522,16,60.8,57,16
20050523,16.2,61.1,64.4,16.18
20050524,17.5,63.4,60.6,17.45
20050525,18.3,65,57.2,18.34
20050526,19.2,66.6,60.5,19.24
20050527,20.6,69.2,52.5,20.65
20050528,21.9,71.4,45.1,21.89
20050529,23.6,74.5,46.3,23.59
20050530,21.6,70.9,45.5,21.63
20050531,21.1,70.1,34.8,21.15
20050601,19.7,67.4,55.8,19.67
20050602,19.3,66.7,77.7,19.27
20050603,18.1,64.7,74.5,18.14
20050604,19.4,67,71.5,19.44
20050605,22.4,72.4,55,22.44
20050606,22.4,72.4,56,22.44
20050607,21.7,71.1,60,21.72
20050608,23,73.4,57.4,22.99
20050609,23.4,74.2,60.8,23.44
20050610,19.5,67.1,85,19.5
20050611,21,69.8,69.4,20.98
20050612,21.6,70.8,70.5,21.58
20050613,24.5,76.2,62,24.53
20050614,24.5,76.1,59.4,24.48
20050615,21.4,70.5,67.5,21.39
20050616,21.1,70,68.2,21.11
20050617,22.5,72.5,69.1,22.48
20050618,23.1,73.6,69,23.13
20050619,23.5,74.3,66.4,23.52
20050620,23.6,74.4,66.6,23.56
20050621,24.4,76,67.5,24.42
20050622,24.2,75.6,68.5,24.2
20050623,24.3,75.8,67.4,24.31
20050624,25.7,78.2,65.8,25.66
20050625,25.3,77.6,66.2,25.33
20050626,24.9,76.9,73.6,24.93
20050627,22.8,73,90,22.78
20050628,23.6,74.4,72.9,23.56
20050629,22.8,73.1,88.3,22.83
20050630,25.5,77.8,81.6,25.47
20050701,23.9,75.1,84.4,23.93
20050702,24,75.2,86.7,24.01
20050703,21.6,71,91.8,21.65
20050704,24,75.2,72.1,24.02
20050705,23.1,73.6,79.8,23.14
20050706,24.5,76.1,73.6,24.51
20050707,24.2,75.6,73.5,24.2
20050708,25,77.1,72,25.05
20050709,22.5,72.5,88.2,22.52
20050710,23.6,74.5,77.2,23.63
20050711,21,69.8,87.8,20.98
20050712,22.9,73.2,71,22.87
20050713,23.3,74,78.4,23.33
20050714,25,77,71.2,25.01
20050715,25.6,78.1,71.5,25.61
20050716,26.1,78.9,74.8,26.07
20050717,24.9,76.8,79.4,24.86
20050718,26.3,79.3,75.2,26.28
20050719,26.5,79.7,74.9,26.49
20050720,26.9,80.5,74.4,29.11
20050721,27.1,80.7,72.9,29.2
20050722,28.9,84.1,67.9,32.19
20050723,30.1,86.1,67.5,34.6
20050724,29.2,84.5,71.9,33.44
20050725,27.9,82.2,70.6,30.54
20050726,27.4,81.4,67.8,29.4
20050727,26.9,80.5,72.8,28.94
20050728,23.3,74,89.7,23.31
20050729,25.2,77.3,77.2,25.16
20050730,26.2,79.1,76.8,26.16
20050731,26.8,80.3,71.3,28.69
20050801,25.2,77.3,84.3,25.19
20050802,26.4,79.5,79,26.41
20050803,24.7,76.5,87.3,24.73
20050804,28.3,82.9,71.5,31.41
20050805,29.4,84.9,69.2,33.38
20050806,29.1,84.3,69.7,32.83
20050807,27,80.6,72,29.06
20050808,26.2,79.1,79.5,26.18
20050809,26.4,79.6,75.9,26.42
20050810,25.2,77.3,84.8,25.19
20050811,25.1,77.1,85.6,25.06
20050812,25.9,78.6,85.1,25.91
20050813,27.1,80.8,78.3,29.79
20050814,27.4,81.4,74.3,30.08
20050815,27.2,80.9,77.9,29.92
20050816,28.2,82.8,74.3,31.8
20050817,28.1,82.6,74.4,31.53
20050818,25.9,78.7,78.6,25.92
20050819,21.7,71.1,85.3,21.73
20050820,23,73.3,66.3,22.96
20050821,23.8,74.9,61.8,23.83
20050822,23.2,73.8,68.8,23.23
20050823,24.1,75.3,48,24.08
20050824,21.1,70,56.9,21.11
20050825,17.5,63.5,93.4,17.51
20050826,20.8,69.5,77.2,20.81
20050827,23.6,74.5,73.5,23.6
20050828,23,73.3,81.1,22.96
20050829,24.6,76.2,74,24.57
20050830,24.2,75.5,76,24.19
20050831,25.4,77.7,70,25.4
20050901,27,80.5,72,28.96
20050902,25.4,77.7,79.6,25.39
20050903,23.8,74.9,68.4,23.85
20050904,22.6,72.7,62.8,22.6
20050905,22.3,72.2,48.8,22.33
20050906,21.9,71.3,52.3,21.86
20050907,23.2,73.7,58.9,23.16
20050908,24.2,75.5,67.3,24.18
20050909,22.6,72.8,80.2,22.64
20050910,23.8,74.9,74,23.83
20050911,26.1,78.9,67.4,26.05
20050912,25.7,78.3,67.6,25.74
20050913,20.9,69.6,84.2,20.91
20050914,20.1,68.2,73.4,20.1
20050915,21.3,70.3,61.4,21.28
20050916,22.6,72.6,63.6,22.55
20050917,22.6,72.7,84.3,22.62
20050918,22.8,73,79.8,22.75
20050919,20.3,68.5,80,20.27
20050920,19.8,67.7,74.5,19.83
20050921,16.4,61.4,84.5,16.36
20050922,16.8,62.3,87.3,16.82
20050923,19.9,67.8,74.3,19.87
20050924,20.8,69.5,66.8,20.82
20050925,20.4,68.8,65.6,20.44
20050926,21,69.8,66.1,20.98
20050927,21.1,70,66.4,21.1
20050928,20.9,69.6,64.8,20.88
20050929,20.5,69,60.4,20.53
20050930,17.8,64,86.7,17.8
20060501,17.8,64,51.7,17.8
20060502,17.4,63.3,31.8,17.39
20060503,15.7,60.2,40.8,15.69
20060504,17.1,62.8,53.6,17.1
20060505,20.8,69.5,64.3,20.83
20060506,15.5,59.9,90.2,15.5
20060507,19.4,66.9,59.3,19.4
20060508,20.9,69.6,53.5,20.87
20060509,21.3,70.4,55.8,21.33
20060510,18.3,65,74.5,18.33
20060511,18.7,65.7,48,18.7
20060512,16.9,62.4,43.5,16.87
20060513,15.5,59.9,51.3,15.49
20060514,15.8,60.4,55.5,15.78
20060515,18.3,65,44.8,18.34
20060516,19,66.1,43.4,18.96
20060517,18.7,65.7,43,18.7
20060518,20.1,68.1,47.8,20.05
20060519,18.2,64.8,57.1,18.23
20060520,18,64.5,63.8,18.05
20060521,22,71.5,51.9,21.97
20060522,18.2,64.7,85.1,18.17
20060523,15.1,59.2,85.4,15.11
20060524,18.3,64.9,68.6,18.29
20060525,18.9,66,49,18.86
20060526,21.2,70.2,45.8,21.25
20060527,17.1,62.8,77.2,17.11
20060528,17.2,62.9,68.8,17.16
20060529,18.3,64.9,68.3,18.28
20060530,20.5,68.8,58.5,20.46
20060531,21.2,70.2,52.8,21.22
20060601,22.6,72.7,49.7,22.64
20060602,25.6,78.1,48.5,25.6
20060603,23.7,74.6,42.4,23.65
20060604,20.9,69.6,59.8,20.89
20060605,21.3,70.3,57.8,21.25
20060606,21.8,71.3,60.5,21.85
20060607,21.8,71.3,57.2,21.84
20060608,20.5,68.9,67.5,20.5
20060609,20.7,69.2,62.9,20.68
20060610,17.7,63.9,78.6,17.7
20060611,16.8,62.2,82.5,16.77
20060612,20.9,69.5,64.3,20.85
20060613,23.5,74.3,60.4,23.52
20060614,19.2,66.6,80.7,19.2
20060615,18.7,65.7,79.9,18.71
20060616,21.1,70,57.6,21.11
20060617,22.3,72.2,50.2,22.31
20060618,21.6,70.9,65.3,21.59
20060619,22.5,72.5,65,22.52
20060620,22.6,72.7,62.3,22.63
20060621,19.4,66.9,89.6,19.39
20060622,22.4,72.4,74.4,22.42
20060623,23.9,75,68.9,23.9
20060624,24.3,75.7,65.8,24.27
20060625,24.8,76.6,63,24.78
20060626,20.5,68.9,91.8,20.51
20060627,21,69.9,87,21.04
20060628,23.6,74.4,78,23.56
20060629,24.9,76.8,75.8,24.91
20060630,23.3,73.9,87.1,23.28
20060701,22.6,72.7,85.9,22.63
20060702,22.8,73.1,75.8,22.84
20060703,24.1,75.4,68.5,24.08
20060704,22.7,72.8,84,22.65
20060705,21.5,70.8,73.3,21.54
20060706,21.1,69.9,75.6,21.05
