일자,기온(°C),기온(°F),습도(%),열지수
20170505,21.2,70.1,55.4,21.18
20170506,15,59.1,30.3,15.05
20170507,16.4,61.5,43.2,16.41
20170508,17.5,63.5,43.8,17.52
20170509,17.2,63,60.2,17.23
20170510,16.6,61.9,73.4,16.6
20170511,18.9,65.9,64.9,18.86
20170512,19.4,66.9,70.4,19.39
20170513,16.8,62.3,77.3,16.82
20170514,15.6,60,58,15.58
20170515,15.9,60.5,61.3,15.86
20170516,17.1,62.7,62,17.06
20170517,18.6,65.5,51.3,18.61
20170518,20.2,68.4,41.5,20.22
20170519,21.1,70,42.5,21.09
20170520,20.8,69.5,44.3,20.83
20170521,21.3,70.4,45.9,21.32
20170522,21.7,71.1,53.7,21.73
20170523,20,68,66.3,20.01
20170524,21.7,71,62.8,21.68
20170525,19.7,67.4,47.6,19.65
20170526,17.6,63.6,38.6,17.57
20170527,19.5,67.1,48.5,19.52
20170528,20.9,69.6,47.1,20.9
20170529,22.8,73,62.7,22.77
20170530,23.6,74.6,44.2,23.65
20170531,23.2,73.7,47.9,23.16
20170601,23.4,74.1,56.3,23.38
20170602,20.6,69.1,36.3,20.6
20170603,20.6,69,42.2,20.57
20170604,21.6,70.9,38.1,21.63
20170605,23.9,75,33.4,23.89
20170606,20,68.1,55.1,20.05
20170607,17.5,63.6,92.6,17.53
20170608,19.9,67.8,67.5,19.9
20170609,21,69.7,68.9,20.96
20170610,21.6,70.9,50.6,21.6
20170611,22.6,72.7,34.7,22.58
20170612,22.2,72,43,22.25
20170613,21.5,70.6,62.1,21.47
20170614,21.8,71.2,63.2,21.8
20170615,22.9,73.3,62.7,22.94
20170616,25.3,77.6,56.7,25.35
20170617,24.3,75.7,51.7,24.29
20170618,24.3,75.7,51.8,24.27
20170619,24.7,76.4,52.6,24.69
20170620,25.8,78.4,44.3,25.78
20170621,25.6,78.1,50.4,25.63
20170622,25.2,77.4,59.6,25.2
20170623,26.8,80.2,52.5,27.36
20170624,24.7,76.5,57.3,24.74
20170625,23.7,74.6,76.9,23.66
20170626,23.1,73.6,77.3,23.12
20170627,25,77,67.2,24.98
20170628,25.9,78.6,65.2,25.87
20170629,26.2,79.2,62.9,26.2
20170630,25.9,78.6,65.8,25.87
20170701,25.2,77.3,73.2,25.17
20170702,24.7,76.5,88.6,24.71
20170703,24.4,76,88.3,24.43
20170704,26.7,80.1,74.8,28.69
20170705,27.3,81.1,67.2,29.07
20170706,27.7,81.9,70.8,30.23
20170707,26.3,79.4,81,26.33
20170708,26,78.7,83.7,25.97
20170709,26.4,79.6,86.1,26.43
20170710,24.1,75.4,96.3,24.12
20170711,25.8,78.4,82.2,25.75
20170712,27.2,81,75.7,29.82
20170713,27.4,81.4,70.8,29.67
20170714,28.6,83.6,68,31.63
20170715,25.2,77.3,87.3,25.18
20170716,26,78.8,84.6,25.99
20170717,26.9,80.5,76.8,29.33
20170718,26.4,79.6,81.5,26.42
20170719,28.2,82.7,72.2,31.34
20170720,29.8,85.6,67,33.79
20170721,29.8,85.6,72.3,34.99
20170722,29.4,85,75.2,34.81
20170723,27.1,80.7,89,31.14
20170724,26.3,79.3,82.2,26.3
20170725,29.3,84.7,65.7,32.53
20170726,28.6,83.5,55.8,29.84
20170727,27.3,81.2,59,28.43
20170728,25.5,77.8,92.7,25.45
20170729,27.1,80.8,73.9,29.37
20170730,27.8,82.1,65,29.71
20170731,25.9,78.7,81.4,25.92
20170801,28.2,82.8,73.5,31.66
20170802,30,86,71.5,35.42
20170803,30.1,86.2,62.3,33.53
20170804,30.2,86.4,59.9,33.24
20170805,31.3,88.4,63.5,36.52
20170806,30,86,70.8,35.26
20170807,29.2,84.6,68.5,32.88
20170808,28.1,82.6,66.8,30.48
20170809,27.9,82.3,64.1,29.83
20170810,24.8,76.7,90,24.84
20170811,26.9,80.4,73,28.92
20170812,27.7,81.8,60.1,28.98
20170813,26.4,79.5,63,26.4
20170814,24.6,76.3,67.1,24.63
20170815,22.1,71.8,91.1,22.13
20170816,23.1,73.6,81,23.13
20170817,24.5,76.1,78.6,24.49
20170818,26.3,79.3,75,26.3
20170819,26,78.8,76.6,25.99
20170820,23.3,74,94.3,23.31
20170821,25.7,78.2,82.5,25.69
20170822,27.1,80.8,72,29.21
20170823,26.9,80.5,84.6,30.01
20170824,26.7,80.1,85.3,29.55
20170825,25.5,77.9,64.9,25.49
20170826,24.2,75.5,53,24.18
20170827,22.6,72.7,61.7,22.6
20170828,21.9,71.5,71.5,21.92
20170829,19.6,67.3,55.9,19.63
20170830,19.5,67.2,51.5,19.54
20170831,22,71.7,65.1,22.04
20170901,23.2,73.7,55.2,23.17
20170902,23.6,74.5,58.5,23.64
20170903,23.8,74.9,62.8,23.81
20170904,24.5,76,55.2,24.47
20170905,22.1,71.8,62.2,22.08
20170906,20.8,69.5,74.6,20.83
20170907,22,71.6,72.5,22.02
20170908,24.2,75.6,68.3,24.22
20170909,23.8,74.9,70.8,23.83
20170910,22.9,73.3,73.4,22.94
20170911,21.3,70.4,80.5,21.31
20170912,22.1,71.8,60.8,22.13
20170913,21.4,70.4,49.5,21.36
20170914,22,71.7,49.1,22.05
20170915,22.6,72.8,48.7,22.65
20170916,21.9,71.5,50.3,21.94
20170917,23.1,73.5,50.8,23.07
20170918,21.7,71.1,61.5,21.73
20170919,22.7,72.8,77.8,22.68
20170920,19.6,67.3,49.3,19.6
20170921,20.3,68.5,59.3,20.27
20170922,20.5,68.9,60,20.52
20170923,21.7,71.1,68.5,21.71
20170924,22.4,72.3,73.4,22.38
20170925,23.3,73.9,58.8,23.25
20170926,24.5,76.1,58.3,24.5
20170927,23.1,73.6,65.7,23.13
20170928,19.8,67.6,51.6,19.77
20170929,17.1,62.8,39.5,17.1
20170930,19.9,67.7,62,19.86
20180501,20.3,68.6,72.8,20.34
20180502,16.1,60.9,89,16.07
20180503,11,51.8,65,11.02
20180504,13.8,56.9,46.8,13.84
20180505,17.7,63.9,46.8,17.73
20180506,16.9,62.5,84,16.92
20180507,19,66.2,62.7,18.99
20180508,17.8,64,52.1,17.76
20180509,15.5,59.8,50,15.46
20180510,15.5,59.8,65.8,15.47
20180511,15.8,60.5,63.5,15.81
20180512,14.2,57.6,85.2,14.22
20180513,16,60.7,83.6,15.95
20180514,17.7,63.9,72.4,17.74
20180515,22.7,72.8,56.5,22.69
20180516,22.4,72.4,90.7,22.42
20180517,21.1,70,95.9,21.14
20180518,16.9,62.4,89.2,16.9
20180519,17.3,63.1,49.7,17.27
20180520,17.1,62.7,33.8,17.06
20180521,17.7,63.8,40.2,17.69
20180522,18.2,64.8,72.5,18.2
20180523,17.5,63.4,62,17.45
20180524,18,64.3,47.1,17.96
20180525,19.8,67.6,47.3,19.75
20180526,21.5,70.7,50.3,21.48
20180527,20.6,69.1,47,20.59
20180528,22,71.5,50.3,21.97
20180529,21.5,70.8,66.4,21.54
20180530,20.5,69,69.8,20.54
20180531,20.5,68.9,61.2,20.53
20180601,23.7,74.7,50.1,23.71
20180602,23.5,74.3,43.9,23.51
20180603,23.7,74.7,41.2,23.71
20180604,22.9,73.2,47.7,22.88
20180605,23.6,74.4,52.2,23.57
20180606,23.1,73.6,60.4,23.09
20180607,22.3,72.1,69.3,22.3
20180608,21.7,71.1,68.5,21.74
20180609,23.7,74.6,61.3,23.68
20180610,21.3,70.3,60.1,21.3
20180611,20.6,69,63.4,20.56
20180612,21.2,70.1,66.3,21.18
20180613,22,71.6,63.7,21.98
20180614,21.7,71,74.4,21.65
20180615,21.9,71.3,60.8,21.86
20180616,22.3,72.1,54.1,22.3
20180617,22.7,72.9,67.1,22.73
20180618,24.8,76.6,55.9,24.8
20180619,22.6,72.7,61.2,22.59
20180620,22.7,72.9,67.3,22.7
20180621,23.6,74.6,61,23.64
20180622,24.7,76.4,47.9,24.69
20180623,24.6,76.2,47.6,24.57
20180624,25.1,77.3,62.1,25.15
20180625,26.7,80.1,58.5,27.64
20180626,22.9,73.2,84.1,22.9
20180627,22.2,71.9,83,22.19
20180628,23.4,74.1,83.5,23.39
20180629,24.7,76.4,79.3,24.66
20180630,24.4,75.8,83.1,24.35
20180701,22,71.6,93.5,22.03
20180702,22.4,72.4,95.4,22.44
20180703,27.1,80.8,75.5,29.56
20180704,27.5,81.4,69.3,29.59
20180705,25.4,77.7,74.7,25.39
20180706,24.1,75.3,58.4,24.06
20180707,23.8,74.8,51.8,23.76
20180708,23,73.4,50.6,23
20180709,21,69.8,79.6,21.02
20180710,23.3,74,87.2,23.34
20180711,26.6,79.9,84,26.62
20180712,26.8,80.2,81.4,29.36
20180713,27.2,80.9,75.8,29.69
20180714,27.9,82.2,70.2,30.52
20180715,28.3,82.9,69.9,31.18
20180716,28.7,83.7,64.3,31.22
20180717,28.1,82.6,65.4,30.23
20180718,28.2,82.8,65.2,30.46
20180719,28.6,83.4,64.3,30.9
20180720,29.4,84.9,63.4,32.34
20180721,30.5,87,55.3,32.85
20180722,31.6,88.8,50.9,33.76
20180723,31.6,88.9,52.8,34.33
20180724,31.4,88.6,58.5,35.38
20180725,30.3,86.5,65.2,34.56
20180726,30,86,68.9,34.77
20180727,30.8,87.4,69.5,36.81
20180728,29.8,85.7,76.3,36.14
20180729,31.2,88.2,53.7,33.79
20180730,31.6,88.8,50.3,33.65
20180731,32.5,90.5,49.6,35.25
20180801,33.4,92.2,55.8,39.08
20180802,33.7,92.7,53.4,38.99
20180803,33.2,91.8,56.1,38.68
20180804,31.2,88.2,59,35.02
20180805,29.8,85.7,73.2,35.4
20180806,30.7,87.3,71.7,37.36
20180807,30.5,86.9,62.5,34.41
20180808,30.9,87.7,65.8,36.18
20180809,29,84.1,76.2,33.85
20180810,30.6,87,61.7,34.36
20180811,31.1,88,55.1,33.84
20180812,30.7,87.2,59.6,34.11
20180813,30.3,86.5,69.4,35.55
20180814,31.5,88.7,58.7,35.58
20180815,31.6,88.8,59.8,35.98
20180816,30.2,86.3,53.2,31.82
20180817,27.1,80.8,39.8,26.92
20180818,26.5,79.8,44.5,26.55
20180819,27.9,82.2,50.6,28.35
20180820,29,84.1,55.8,30.35
20180821,26.8,80.2,70.2,28.49
20180822,30.2,86.4,56.8,32.59
20180823,29.6,85.3,58.3,31.78
20180824,24.6,76.3,84.6,24.63
20180825,25.2,77.4,68.8,25.22
20180826,23.3,74,70.2,23.31
20180827,22.4,72.4,91,22.43
20180828,23.8,74.9,91.9,23.82
20180829,25,77,86.6,25.01
20180830,25.5,77.8,81.7,25.45
20180831,25.6,78,67.2,25.56
20180901,25.5,77.8,61.2,25.45
20180902,25,77,54.5,24.99
20180903,23.6,74.5,82.3,23.6
20180904,23.3,73.9,71.6,23.25
20180905,23.8,74.9,61.8,23.84
20180906,24.3,75.7,70.8,24.25
20180907,22.2,71.9,56.9,22.16
20180908,21.7,71,48.7,21.69
20180909,22,71.5,49.5,21.96
20180910,22.9,73.3,50.1,22.95
20180911,21.6,70.8,48,21.57
20180912,22.5,72.6,51.9,22.53
20180913,23.4,74.2,62.3,23.44
20180914,23.5,74.2,67.2,23.46
20180915,23.2,73.8,75.9,23.21
20180916,22.3,72.2,82.9,22.34
20180917,22.3,72.2,64.7,22.33
20180918,21.9,71.3,59.7,21.85
20180919,22.2,72,59.8,22.2
20180920,19.1,66.3,80.2,19.05
20180921,19.4,66.9,85.5,19.37
20180922,21,69.8,63.4,21.01
20180923,19.4,66.9,54.8,19.41
20180924,17.8,64.1,47.5,17.82
20180925,17.5,63.5,48.8,17.49
20180926,19.4,67,47.6,19.43
20180927,18.8,65.8,47.1,18.79
20180928,17.5,63.5,57.3,17.53
20180929,20.1,68.1,55.4,20.08
20180930,17.9,64.3,53.8,17.92
20190501,16.2,61.1,51.6,16.19
20190502,17.1,62.8,28,17.12
20190503,17.8,64.1,35.6,17.81
20190504,19.3,66.7,41.4,19.27
20190505,19.4,67,35.7,19.42
20190506,14.6,58.3,29.1,14.61
20190507,15,58.9,31.5,14.97
20190508,15.5,59.9,46.3,15.51
20190509,16.6,61.9,44.4,16.64
20190510,17.6,63.6,48.1,17.57
20190511,20.1,68.3,39.9,20.14
20190512,21.5,70.7,36.6,21.48
20190513,18.8,65.9,42.3,18.82
20190514,19.6,67.2,43.8,19.55
20190515,20.6,69.1,48.3,20.6
20190516,23.2,73.8,44.6,23.24
20190517,23.4,74.2,45.6,23.44
20190518,22.9,73.1,47,22.86
20190519,19.6,67.3,88.9,19.62
20190520,17,62.5,63.8,16.95
20190521,17.1,62.8,51.8,17.1
20190522,19.2,66.6,46.7,19.24
20190523,21.9,71.5,45.1,21.93
20190524,24.1,75.4,45.5,24.11
20190525,23.5,74.3,45.6,23.5
20190526,24.5,76,39.4,24.45
20190527,18.6,65.4,79.6,18.55
20190528,18,64.3,45.1,17.96
20190529,20,68.1,49.5,20.04
20190530,19.7,67.5,47.7,19.72
20190531,19.2,66.6,48.8,19.25
20190601,18.8,65.9,60,18.83
20190602,20.9,69.6,44.8,20.9
20190603,22.8,73.1,41.7,22.82
20190604,22.8,73.1,54.3,22.83
20190605,22.9,73.2,64.2,22.88
20190606,21.3,70.3,75.6,21.29
20190607,20,68,78.1,20.01
20190608,21.7,71.1,57.3,21.7
20190609,21.9,71.3,65.8,21.85
20190610,18.4,65.1,71.7,18.41
20190611,20.5,68.9,49.7,20.5
20190612,21.6,70.8,57.9,21.56
20190613,22.8,73,52,22.8
20190614,22.9,73.3,54.1,22.95
20190615,22,71.6,62.9,22.01
20190616,21.7,71,57.2,21.66
20190617,21.8,71.2,59,21.79
20190618,20.6,69.1,78.1,20.62
20190619,21.4,70.5,78,21.37
20190620,22.8,73,70.2,22.75
20190621,22,71.7,74.7,22.05
20190622,23.9,75,45.4,23.9
20190623,24.9,76.8,39.8,24.88
20190624,25.4,77.7,45.2,25.36
20190625,25.5,77.9,49.6,25.48
20190626,25.4,77.6,51.1,25.35
20190627,25.5,78,71.4,25.54
20190628,25,76.9,66.5,24.96
20190629,23,73.5,70.8,23.04
20190630,24,75.2,72.8,23.98
20190701,24,75.1,63.8,23.97
20190702,24.3,75.7,63.2,24.29
20190703,24.2,75.5,65.3,24.18
20190704,25.4,77.6,58.6,25.35
20190705,27.3,81.1,45.5,27.41
20190706,29.9,85.8,39.7,29.5
20190707,26.9,80.3,43.5,26.94
20190708,25.1,77.2,45.3,25.13
20190709,25.1,77.2,46.3,25.11
20190710,22.8,73,61,22.79
20190711,21.8,71.2,79,21.79
20190712,23.5,74.2,66.7,23.47
20190713,24.9,76.8,67.4,24.87
20190714,25.8,78.4,65.2,25.76
20190715,23.9,75,77.9,23.87
20190716,24.4,75.8,80.8,24.36
20190717,25.5,78,74.5,25.54
20190718,27,80.7,64.9,28.51
20190719,28.4,83.1,61.2,30.17
20190720,28.3,83,63.1,30.31
20190721,25.3,77.5,87.1,25.26
20190722,26.7,80,74.7,28.66
20190723,27.9,82.2,71.5,30.67
20190724,26.4,79.6,82.3,26.44
20190725,26.4,79.4,90.5,26.35
20190726,25.1,77.1,94.9,25.06
20190727,28.1,82.6,78.6,32.13
20190728,26.3,79.4,87.1,26.31
20190729,27.4,81.4,75,30.13
20190730,28,82.5,75.3,31.49
20190731,25.9,78.6,91.3,25.87
20190801,26.4,79.5,85.8,26.41
20190802,28.4,83.1,74.8,32.16
20190803,29.4,84.9,70.6,33.76
20190804,28.5,83.2,73.4,32.13
20190805,30.3,86.6,67.3,35.11
20190806,31.7,89.1,52,34.33
20190807,27,80.6,76.1,29.35
20190808,28.8,83.9,72,32.7
20190809,29.8,85.7,68.5,34.24
20190810,31.4,88.5,59.4,35.56
20190811,30.7,87.3,51.3,32.39
20190812,26.5,79.8,91,26.53
20190813,29.2,84.5,76.3,34.43
20190814,30.3,86.5,66.2,34.78
20190815,26.3,79.4,79.2,26.31
20190816,25.8,78.5,76.8,25.81
20190817,26,78.8,70,26.03
20190818,25.6,78.1,65.1,25.63
20190819,26.1,79.1,62,26.15
20190820,28,82.3,56.6,29.02
20190821,27.2,80.9,64.7,28.67
20190822,26.8,80.2,67.5,28.28
20190823,26.4,79.4,58.6,26.35
20190824,24,75.1,60.4,23.96
20190825,24.7,76.5,67.3,24.7
20190826,26.3,79.3,63.9,26.28
20190827,25.7,78.3,70.8,25.73
20190828,26,78.8,66.6,26
20190829,23.6,74.5,77.6,23.59
20190830,22.6,72.7,65.3,22.62
20190831,23.4,74.1,64.5,23.4
20190901,23.6,74.5,64.4,23.63
20190902,24.4,75.8,57,24.35
20190903,24.2,75.5,66.7,24.17
20190904,22.8,73,88,22.79
20190905,23.1,73.6,91.7,23.1
20190906,25,77.1,80.4,25.04
20190907,25.7,78.2,73.8,25.67
20190908,24.7,76.4,77.1,24.67
20190909,24.9,76.9,74.8,24.92
20190910,23.9,75,91.7,23.88
20190911,24.4,75.9,73.6,24.38
20190912,21.3,70.3,69,21.28
20190913,23,73.4,62.4,22.98
20190914,22.5,72.4,77.8,22.45
20190915,24.1,75.4,72,24.09
20190916,24.6,76.2,55,24.58
20190917,23.4,74.1,40,23.41
20190918,21.5,70.7,45.7,21.5
20190919,19.4,66.9,45.6,19.39
20190920,19.4,66.9,51.6,19.38
20190921,19.7,67.5,59.7,19.72
20190922,18.6,65.5,63,18.64
20190923,20.1,68.2,50.1,20.11
20190924,19.7,67.5,60.6,19.71
20190925,20.8,69.4,64.2,20.77
20190926,22.7,72.9,59.6,22.73
20190927,22.9,73.3,57.5,22.92
20190928,23.7,74.7,58.8,23.74
20190929,22.7,72.8,60.6,22.66
20190930,22.4,72.3,62.5,22.41
20200501,20.1,68.2,73.2,20.12
20200502,20.2,68.4,80,20.24
20200503,21.6,71,69.8,21.64
20200504,20.7,69.3,63.7,20.7
20200505,16.2,61.1,67.6,16.18
20200506,19,66.2,52.8,18.99
20200507,20.6,69.1,32.9,20.59
20200508,20.3,68.6,29.3,20.33
20200509,14.3,57.8,93.2,14.33
20200510,14.3,57.7,89.1,14.28
20200511,16.7,62,60.8,16.65
20200512,14.2,57.5,70.9,14.18
20200513,16,60.8,49.6,15.99
20200514,18.7,65.7,36.1,18.7
20200515,16.4,61.6,76.3,16.44
20200516,16.7,62,90.7,16.68
20200517,18.8,65.8,80.6,18.78
20200518,19.5,67,80.1,19.46
20200519,13.3,56,75.2,13.34
20200520,14.1,57.4,59.8,14.13
20200521,17,62.6,56.7,17.02
20200522,18.6,65.4,67.3,18.58
20200523,20.1,68.1,65.9,20.06
20200524,17.5,63.5,83.3,17.48
20200525,16.7,62.1,80.2,16.7
20200526,16.2,61.1,81.1,16.18
20200527,17.4,63.3,69.8,17.37
20200528,18.6,65.5,63,18.6
20200529,20.5,69,65.4,20.54
20200530,22.6,72.7,57.3,22.63
20200531,21.3,70.4,61.5,21.31
20200601,19.8,67.7,65.2,19.84
20200602,17.9,64.2,69,17.9
20200603,21.8,71.3,73.4,21.84
20200604,21.9,71.4,79.9,21.91
20200605,22.9,73.2,71.5,22.86
20200606,24.6,76.3,63.6,24.58
20200607,22.9,73.2,68.5,22.87
20200608,24.8,76.6,65.5,24.78
20200609,26.6,79.9,52.4,26.6
20200610,26.1,78.9,60,26.07
20200611,25.9,78.7,70,25.93
20200612,24.9,76.8,67.4,24.86
20200613,26.7,80.1,53.3,27.36
20200614,24.5,76,68.5,24.45
20200615,22.8,73,62.9,22.78
20200616,24.3,75.7,63.2,24.3
20200617,24.4,75.9,59.8,24.4
20200618,23.3,74,61.2,23.31
20200619,24.8,76.6,61.5,24.79
20200620,24.9,76.8,62.7,24.9
20200621,25.8,78.5,59.8,25.82
20200622,28.3,83,52.3,29.07
20200623,27.3,81.1,52.5,27.87
20200624,22.8,73.1,79.9,22.83
20200625,21.5,70.8,91.2,21.54
20200626,21.7,71,84,21.66
20200627,23.9,75.1,69.8,23.94
20200628,25,77.1,71.3,25.03
20200629,24.1,75.3,75.5,24.06
20200630,20.2,68.3,84,20.18
20200701,21,69.7,79.1,20.97
20200702,24,75.3,74.3,24.03
20200703,25.7,78.2,63.3,25.66
20200704,24,75.2,66.3,24.01
20200705,23.7,74.6,68,23.68
20200706,25.6,78,66.2,25.56
20200707,24.2,75.6,74.5,24.23
20200708,25.5,77.8,72.4,25.45
20200709,27.1,80.7,66.3,28.66
20200710,25.1,77.1,72.4,25.06
20200711,25.8,78.5,63.5,25.82
20200712,23.7,74.6,69.7,23.67
20200713,19,66.2,94,18.98
20200714,20.1,68.2,81.4,20.12
20200715,23.2,73.7,63.8,23.18
20200716,24.8,76.6,70.3,24.76
20200717,25.9,78.5,72.9,25.85
20200718,26,78.9,72.1,26.03
20200719,23.9,75,80.3,23.9
20200720,24.1,75.4,86.1,24.1
20200721,24.9,76.9,76.9,24.92
20200722,23.8,74.8,88.6,23.78
20200723,21.4,70.6,95,21.43
20200724,22.3,72.2,76,22.33
20200725,24.5,76.1,68.5,24.48
20200726,25.3,77.5,68.4,25.28
20200727,24.3,75.7,85.9,24.28
20200728,24.3,75.8,84.5,24.31
20200729,23.6,74.5,95.4,23.64
20200730,25.4,77.8,86,25.45
20200731,26.2,79.1,81.4,26.15
20200801,25.3,77.6,90.7,25.31
20200802,24.7,76.4,96.5,24.69
20200803,25.1,77.1,95.6,25.08
20200804,26.8,80.3,89.8,30.6
20200805,26.6,79.8,91.6,26.58
20200806,24.3,75.8,93.3,24.33
20200807,24.2,75.6,85.6,24.2
20200808,24.2,75.6,88,24.24
20200809,24.8,76.6,96.2,24.75
20200810,26.6,79.8,91.5,26.58
20200811,24.7,76.5,92.5,24.74
20200812,27.1,80.7,84.8,30.36
20200813,28,82.4,82.3,32.51
20200814,27.2,81,85.9,30.94
20200815,26.1,79,95.6,26.1
20200816,27.4,81.3,83.3,31.01
20200817,28.3,82.9,77.8,32.38
20200818,27.5,81.6,77.2,30.63
20200819,27.1,80.9,76.5,29.72
20200820,27.6,81.6,77.1,30.65
20200821,26.6,79.9,82.9,26.61
20200822,24.4,75.9,87.7,24.4
20200823,25,77,79.7,25.02
20200824,27.5,81.6,72.1,30.02
20200825,29.7,85.5,69.2,34.18
20200826,30.3,86.5,68.1,35.24
20200827,27.2,81,82.7,30.53
20200828,27.4,81.3,88.3,31.86
20200829,26.9,80.3,89.6,30.63
20200830,26.9,80.4,89.7,30.79
20200831,26.3,79.4,78.8,26.33
20200901,26.6,79.9,72.3,26.61
20200902,24.6,76.3,90.1,24.62
20200903,22.8,73,83.5,22.8
20200904,23.3,73.9,64.4,23.28
20200905,23.1,73.5,66.7,23.08
20200906,21.9,71.5,77.9,21.95
20200907,19,66.3,94.8,19.04
20200908,23.2,73.8,71.5,23.21
20200909,21.4,70.5,82.2,21.41
20200910,22.5,72.6,76.8,22.54
20200911,22.6,72.7,72.1,22.61
20200912,20.2,68.4,84.9,20.24
20200913,21.4,70.4,70.2,21.35
20200914,21.3,70.4,79.5,21.32
20200915,22.8,73,76.4,22.76
20200916,22.6,72.7,79,22.63
20200917,21.3,70.4,71.5,21.32
20200918,21.5,70.8,63.7,21.53
20200919,21.3,70.3,60.1,21.28
20200920,19.7,67.5,57.6,19.73
20200921,19.1,66.4,55.8,19.14
20200922,20.1,68.1,56,20.06
20200923,19.2,66.6,59.2,19.23
20200924,20.7,69.2,59.3,20.65
20200925,20.3,68.5,63.3,20.26
20200926,19.3,66.8,62.3,19.34
20200927,20.2,68.4,62.9,20.21
20200928,20.6,69.1,65.7,20.59
20200929,19.6,67.4,67.7,19.65
20200930,19.7,67.4,77.2,19.68
20210501,10.5,50.9,80.1,10.53
20210502,12.2,54,69.8,12.21
20210503,13.9,57.1,58.6,13.93
20210504,13.6,56.5,79.3,13.63
20210505,14.1,57.4,66.5,14.13
20210506,15.4,59.7,48.5,15.38
20210507,14.7,58.4,58.3,14.67
20210508,14.1,57.4,66.9,14.13
20210509,15.7,60.2,51.8,15.69
20210510,13.3,56,67.5,13.33
20210511,18,64.4,52.3,18.02
20210512,21.8,71.2,37.5,21.75
20210513,22.8,73,53.8,22.77
20210514,23.9,75.1,60.2,23.95
20210515,22.1,71.7,77.7,22.06
20210516,18.9,65.9,97.4,18.85
20210517,15.3,59.5,92.9,15.28
20210518,17.8,64.1,74.3,17.83
20210519,19.5,67.2,52.4,19.53
20210520,19,66.3,56.2,19.05
20210521,16,60.7,86.5,15.97
20210522,18.6,65.5,70.6,18.58
20210523,19.5,67.1,65.4,19.49
20210524,19.5,67.2,59,19.54
20210525,15.6,60.1,70.7,15.64
20210526,17.6,63.8,60.8,17.64
20210527,16.2,61.1,80.5,16.15
20210528,15.1,59.1,86.8,15.08
20210529,15.7,60.2,78.5,15.65
20210530,18,64.5,72.6,18.03
20210531,19.7,67.4,80.4,19.69
20210601,20.3,68.5,75.1,20.3
20210602,23,73.4,65.5,23.01
20210603,19.7,67.5,80.1,19.71
20210604,18.1,64.6,70.8,18.13
20210605,20.7,69.2,67,20.68
20210606,22.7,72.9,70.8,22.75
20210607,21.1,70,71.8,21.14
20210608,23.4,74.2,69.8,23.43
20210609,25.6,78,60,25.57
20210610,25.3,77.5,65,25.3
20210611,21.5,70.8,84.3,21.53
20210612,23.9,75,75.5,23.88
20210613,24.9,76.9,72.8,24.92
20210614,24.6,76.3,70.2,24.63
20210615,22.6,72.7,79.1,22.63
20210616,24.4,75.9,60.5,24.37
20210617,21.9,71.4,70,21.88
20210618,20.1,68.2,91.2,20.11
20210619,22.3,72.1,74.3,22.26
20210620,22.9,73.2,73.2,22.89
20210621,23.5,74.3,68.5,23.48
20210622,23.2,73.7,65.8,23.17
20210623,22.2,72,70.8,22.2
20210624,22.9,73.2,72.2,22.86
20210625,24,75.3,68.2,24.03
20210626,22.9,73.2,78.6,22.87
20210627,24.2,75.5,72.9,24.18
20210628,23.6,74.5,77.5,23.59
20210629,23.8,74.9,78.9,23.82
20210630,24.1,75.4,79.4,24.13
20210701,26.2,79.1,71.4,26.18
20210702,27.1,80.8,64.5,28.54
20210703,23.1,73.5,77.3,23.06
20210704,21.3,70.3,97.5,21.28
20210705,23.1,73.5,81.2,23.06
20210706,25.1,77.2,74.5,25.14
20210707,26.3,79.3,77,26.3
20210708,26,78.7,83.5,25.96
20210709,25.4,77.7,77.6,25.41
20210710,25.8,78.5,78.7,25.81
20210711,25.8,78.4,86.6,25.75
20210712,27.9,82.2,75.9,31.23
20210713,28.7,83.6,76,33.13
20210714,29.7,85.4,71.6,34.61
20210715,29.3,84.8,71.1,33.71
20210716,28.7,83.6,68.2,31.75
20210717,28.8,83.8,63.8,31.28
20210718,29.6,85.3,62.2,32.54
20210719,26.8,80.3,77.5,29.17
20210720,27.6,81.7,77.3,30.82
20210721,30.3,86.6,65.4,34.69
20210722,31.1,88.1,59.9,35.12
20210723,31.3,88.3,61.1,35.73
20210724,31.6,88.9,58.9,35.86
20210725,31.5,88.7,55.8,34.84
20210726,31.3,88.3,55.1,34.26
20210727,31,87.8,60.1,34.86
20210728,30.3,86.5,66.9,35.01
20210729,29.7,85.5,70.3,34.48
20210730,30.3,86.6,63.1,34.13
20210731,29.8,85.6,70.7,34.7
20210801,27.3,81.2,81,30.56
20210802,26.4,79.6,83.5,26.43
20210803,27.7,81.9,77.7,31.04
20210804,29,84.2,70.6,32.88
20210805,29.2,84.6,68.3,32.85
20210806,28.2,82.7,69.1,30.89
20210807,27.9,82.1,66.2,29.93
20210808,26.8,80.2,75.3,28.94
20210809,28.1,82.6,63.4,30.05
20210810,27.8,82,62.3,29.32
20210811,27.3,81.2,70.2,29.44
20210812,26.9,80.5,68,28.59
20210813,26.4,79.5,70.8,26.41
20210814,26.3,79.3,64.6,26.26
20210815,26.8,80.3,59.6,27.83
20210816,27.3,81.1,61,28.53
20210817,26.2,79.2,63.5,26.23
20210818,24.3,75.7,71.3,24.27
20210819,25.8,78.4,58.1,25.76
20210820,26.7,80.1,61.9,27.88
20210821,23.8,74.8,87.1,23.79
